iter	Logloss
191	0.2098219537
192	0.2096707553
193	0.2094732723
194	0.2093493982
195	0.209085254
196	0.2088785373
197	0.2087141924
198	0.2085280719
199	0.2082854648
200	0.2081790957
201	0.2079163303
202	0.2076560787
203	0.2074606982
204	0.2073452361
205	0.2072075773
206	0.2071461627
207	0.2068233281
208	0.2066172114
209	0.2063575987
210	0.2062062882
211	0.2059913039
212	0.2058720817
213	0.2057069672
214	0.2055311595
215	0.2053821845
216	0.205123725
217	0.2049734008
218	0.2048343158
219	0.2047635487
220	0.2045773328
221	0.2045009487
222	0.2043955421
223	0.2042329396
224	0.2040688967
225	0.2039413356
226	0.2037338803
227	0.2034645236
228	0.2033155714
229	0.2030246947
230	0.2028008738
231	0.2026391686
232	0.2024359328
233	0.2023246285
234	0.2021656934
235	0.2019276629
236	0.2017417217
237	0.2015463038
238	0.2013731867
239	0.2012393763
240	0.2009756915
241	0.200767308
242	0.2006219098
243	0.2004885808
244	0.2002973228
245	0.2000986552
246	0.1997584176
247	0.1996644819
248	0.1994859967
249	0.1993084691
250	0.1991732067
251	0.1990214456
252	0.1988236839
253	0.1986510206
254	0.1985360151
255	0.1984334818
256	0.1982419516
257	0.1980557495
258	0.197857928
259	0.1976835742
260	0.1974596285
261	0.1973139842
262	0.1971465007
263	0.1968876942
264	0.1967721338
265	0.1966405709
266	0.196530844
267	0.1963904674
268	0.1961622622
269	0.1960353906
270	0.1958917333
271	0.1957581652
272	0.1955324347
273	0.1954117303
274	0.1952684598
275	0.1951936852
276	0.195048972
277	0.1948681163
278	0.1947652474
279	0.1946185044
280	0.1944599219
281	0.1943092005
282	0.1942016405
283	0.1940935581
284	0.1939831282
285	0.193812427
286	0.1936805989
287	0.1934857585
288	0.1933836213
289	0.1932000998
290	0.1930552784
291	0.1929238173
292	0.1927202579
293	0.1925342632
294	0.1923796673
295	0.1921797297
296	0.1921054191
297	0.1919588074
298	0.1917438362
299	0.191573524
300	0.1914973967
301	0.1913357077
302	0.1911911142
303	0.1911004445
304	0.1909342305
305	0.1908154494
306	0.190636284
307	0.1904352258
308	0.1903064217
309	0.1901724987
310	0.1901462947
311	0.1900008935
312	0.1898921893
313	0.1897795895
314	0.1895747063
315	0.18945585
316	0.1893048961
317	0.1891490965
318	0.1890348461
319	0.1889472581
320	0.1888080053
321	0.1886944902
322	0.1885235395
323	0.1883252325
324	0.1882491914
325	0.1881317995
326	0.1880235264
327	0.1878605115
328	0.1877388389
329	0.1876525916
330	0.1875429114
331	0.1874129804
332	0.1872423895
333	0.1870904429
334	0.1869934481
335	0.1867710272
336	0.1866051991
337	0.1863964462
338	0.186298017
339	0.1861386145
340	0.1859458912
341	0.1857969578
342	0.1856270602
343	0.1855678169
344	0.1853998805
345	0.1852650233
346	0.1851034498
347	0.1849021569
348	0.1847764609
349	0.1846657397
350	0.1845558214
351	0.1843939067
352	0.1843103954
353	0.1842293415
354	0.1841097246
355	0.1839591431
356	0.1838180947
357	0.1836598899
358	0.1835807851
359	0.1835210956
360	0.1833614003
361	0.1832808478
362	0.183133346
363	0.1829839823
364	0.1828674647
365	0.1826862053
366	0.1825044296
367	0.1823818636
368	0.1821752876
369	0.1820180497
370	0.1818849523
371	0.1818074369
372	0.1817291558
373	0.1815618234
374	0.1814774176
375	0.1813499447
376	0.1812559474
377	0.1811338722
378	0.1809900014
379	0.1808643425
380	0.1807408635
381	0.1806017672
382	0.1804857272
383	0.1803743184
384	0.1802438421
385	0.1800275001
386	0.179902414
387	0.1798086877
388	0.1796572676
389	0.1795301111
390	0.179369246
391	0.1792420552
392	0.1791240396
393	0.179006211
394	0.1788677961
395	0.1787721962
396	0.1786637203
397	0.1785269817
398	0.1783684904
399	0.1782732946
400	0.1781592587
401	0.1779977274
402	0.1778529677
403	0.1777078375
404	0.1774885447
405	0.1773575788
406	0.1772145039
407	0.1770760957
408	0.1769494963
409	0.1768592752
410	0.1766854631
411	0.1765606337
412	0.1764508495
413	0.176316268
414	0.1761610735
415	0.1760274522
416	0.1758719934
417	0.1757913025
418	0.1756796355
419	0.1755949457
420	0.1755046472
421	0.1753799739
422	0.1752419341
423	0.1751692897
424	0.1751151998
425	0.1750274727
426	0.1748488448
427	0.1746841122
428	0.174499208
429	0.1743613002
430	0.1742761306
431	0.1741426361
432	0.1740625746
433	0.1738752341
434	0.1737733436
435	0.1736796969
436	0.1735315784
437	0.1734251251
438	0.173343622
439	0.1731578219
440	0.173056717
441	0.1729151452
442	0.1727886993
443	0.1726910583
444	0.1725083438
445	0.172355803
446	0.1721472615
447	0.1720004888
448	0.171774099
449	0.1716354446
450	0.1714342967
451	0.1713252099
452	0.1712351387
453	0.1710966862
454	0.1709475142
455	0.17078834
456	0.1706712115
457	0.1705322382
458	0.1704455508
459	0.1703535424
460	0.170254593
461	0.1701684614
462	0.1700165118
463	0.1698549485
464	0.1697650886
465	0.1696624672
466	0.1695320549
467	0.1694417327
468	0.1693068706
469	0.1692281428
470	0.1691080748
471	0.1689791981
472	0.168916439
473	0.1688363521
474	0.1687053505
475	0.1686454658
476	0.1685504241
477	0.1684098128
478	0.1682956145
479	0.1681843583
480	0.1680980483
481	0.1680135233
482	0.1679261771
483	0.1678177609
484	0.1677036372
485	0.1675986835
486	0.1675107119
487	0.1674044361
488	0.1672818003
489	0.1671601568
490	0.1670431453
491	0.1669481407
492	0.1668668134
493	0.1666871032
494	0.1666124681
495	0.166508486
496	0.1663596228
497	0.1662791964
498	0.1661854459
499	0.166015738
500	0.1657981842
501	0.1656968456
502	0.1656044152
503	0.1654781786
504	0.1653757484
505	0.165214059
506	0.1650145457
507	0.1649195705
508	0.1647965748
509	0.1646848464
510	0.1645559012
511	0.1644899178
512	0.1644040929
513	0.1642766693
514	0.1641698952
515	0.1640866133
516	0.1639573391
517	0.163886434
518	0.1637414652
519	0.1636749308
520	0.1634631811
521	0.1633816049
522	0.1632628112
523	0.1631467762
524	0.1630235238
525	0.1629260048
526	0.1628239106
527	0.16271665
528	0.1626122875
529	0.1625235853
530	0.1624072061
531	0.1622704945
532	0.1621589204
533	0.1620192029
534	0.1619017784
535	0.1617956965
536	0.1616965801
537	0.1616085456
538	0.1615181032
539	0.1614517219
540	0.161370266
541	0.1613185675
542	0.1612270605
543	0.1611546529
544	0.1611069069
545	0.1609938784
546	0.1608965985
547	0.1608024531
548	0.1607325183
549	0.1606317122
550	0.1605020885
551	0.1603929094
552	0.1602524325
553	0.1601196511
554	0.1599682056
555	0.1598807587
556	0.1597113441
557	0.1595863617
558	0.1594943556
559	0.1594039892
560	0.1593000766
561	0.1592074512
562	0.1590772047
563	0.1590220519
564	0.1589359594
565	0.1588109533
566	0.1586475978
567	0.158592013
568	0.1585189074
569	0.158401623
570	0.1582997314
571	0.1582541047
572	0.1581424228
573	0.1580338426
574	0.1579424044
575	0.1578442133
576	0.1577474578
577	0.1576563974
578	0.1575829207
579	0.1574813667
580	0.1573736945
581	0.1572781533
582	0.1571652833
583	0.1570721499
584	0.15698654
585	0.1569227305
586	0.1568810386
587	0.1568155134
588	0.1567145638
589	0.1565977237
590	0.1564999768
591	0.1563923868
592	0.1563272258
593	0.1562202179
594	0.1561548054
595	0.1560689278
596	0.1559849569
597	0.1558793411
598	0.1557995693
599	0.1557081606
600	0.1556402591
601	0.1554702362
602	0.1552941505
603	0.1552152111
604	0.15514597
605	0.1550817977
606	0.1550027384
607	0.1548760783
608	0.1548374954
609	0.1547563728
610	0.15469475
611	0.1546202341
612	0.1545370541
613	0.154384638
614	0.154305764
615	0.154234172
616	0.1541072417
617	0.1540149417
618	0.1538864137
619	0.1538504027
620	0.153651589
621	0.1535509151
622	0.1534756571
623	0.1533881223
624	0.153266383
625	0.1531816472
626	0.1530830158
627	0.1529673085
628	0.1528956629
629	0.1528086155
630	0.1526812194
631	0.1525835843
632	0.1524997598
633	0.1524170372
634	0.1522628635
635	0.1521533166
636	0.1520591845
637	0.151979897
638	0.1518277801
639	0.1516770096
640	0.151573396
641	0.1514639839
642	0.1513694608
643	0.1512045923
644	0.1511037714
645	0.1509518031
646	0.1508368638
647	0.1507244902
648	0.150636846
649	0.1505340798
650	0.1504993696
651	0.1503748282
652	0.150302599
653	0.1501726028
654	0.1501164652
655	0.1500646851
656	0.1499986187
657	0.1498563337
658	0.149710675
659	0.149628482
660	0.1495436641
661	0.1493965447
662	0.149318751
663	0.149175966
664	0.1490480845
665	0.1489896148
666	0.1488822669
667	0.1487202606
668	0.1485777792
669	0.1484817217
670	0.1483963718
671	0.1482610577
672	0.1481893116
673	0.1480155638
674	0.1479170502
675	0.1478628296
676	0.1477167392
677	0.1475568436
678	0.1474997208
679	0.1474167928
680	0.1472692112
681	0.1472179154
682	0.1471380234
683	0.147029235
684	0.1469538054
685	0.1468434641
686	0.1466889787
687	0.1466314732
688	0.1465240023
689	0.1464389281
690	0.146307139
691	0.1461679536
692	0.1460944093
693	0.1459849993
694	0.145907067
695	0.1458074563
696	0.1457385827
697	0.1456250727
698	0.1455703694
699	0.1454710453
700	0.1453280404
701	0.1452719784
702	0.1452140869
703	0.145136102
704	0.1450891783
705	0.1450415751
706	0.144945083
707	0.1448925926
708	0.1447577233
709	0.1446621029
710	0.1445840521
711	0.1445027071
712	0.1444234606
713	0.1442824764
714	0.1441544431
715	0.1440467593
716	0.1439555468
717	0.1438686561
718	0.1437815802
719	0.1437116409
720	0.1436248959
721	0.1435150085
722	0.1434574459
723	0.1433548528
724	0.1433261623
725	0.1432003693
726	0.1431239297
727	0.1430775632
728	0.1429919507
729	0.1428387143
730	0.1427648518
731	0.1426919221
732	0.1426354095
733	0.1425110891
734	0.1424440873
735	0.1423368775
736	0.1422592463
737	0.1421371758
738	0.1420553406
739	0.1419425663
740	0.1418535133
741	0.1417429275
742	0.1416797502
743	0.141585829
744	0.1414545379
745	0.1413644339
746	0.1412423621
747	0.1411378731
748	0.1410943336
749	0.1410471104
750	0.140953716
751	0.1408194899
752	0.1407365497
753	0.1406806111
754	0.1406368909
755	0.1405579334
756	0.1403508987
757	0.1402184948
758	0.1401082981
759	0.1399943513
760	0.1399210221
761	0.1398206238
762	0.1397895031
763	0.1397215597
764	0.1395853282
765	0.1394264147
766	0.1393343774
767	0.139268587
768	0.1391893195
769	0.1390820653
770	0.1389761436
771	0.1388835439
772	0.1387731119
773	0.1386801907
774	0.1385380552
775	0.1384946527
776	0.1384093876
777	0.1383500416
778	0.1382803775
779	0.1382494191
780	0.1381745796
781	0.1379690827
782	0.1378807166
783	0.1378279921
784	0.1377860362
785	0.13771015
786	0.1376371527
787	0.1375709773
788	0.1374954671
789	0.1373696592
790	0.1372343419
791	0.1370930066
792	0.1370220581
793	0.1369454638
794	0.1368404822
795	0.1367210817
796	0.1365875639
797	0.1365039768
798	0.1364397994
799	0.1363869442
800	0.1362591189
801	0.1361770607
802	0.1361319619
803	0.1360572184
804	0.1360083199
805	0.1359176679
806	0.1358303637
807	0.1357369702
808	0.1356472176
809	0.1355806236
810	0.1354470568
811	0.1353572907
812	0.1352989377
813	0.1351900709
814	0.135073296
815	0.1349845544
816	0.1349032701
817	0.1348371743
818	0.1347520712
819	0.1346334795
820	0.1345560399
821	0.1344502527
822	0.1343822117
823	0.134287579
824	0.1342095994
825	0.134144759
826	0.1340685718
827	0.1339772759
828	0.13387132
829	0.1338175482
830	0.1337683021
831	0.1336785207
832	0.1335971288
833	0.1335132033
834	0.1334481581
835	0.1333529105
836	0.1332678326
837	0.1331901007
838	0.1331247635
839	0.1330474862
840	0.1329935877
841	0.1328219739
842	0.1327145852
843	0.1325418354
844	0.1324418127
845	0.1322521314
846	0.1321828698
847	0.1321262725
848	0.1320379367
849	0.1319179385
850	0.1318060294
851	0.1317424842
852	0.1316703306
853	0.1315725374
854	0.1314611413
855	0.1313844806
856	0.1313429137
857	0.131259351
858	0.131200603
859	0.1311367549
860	0.1310375417
861	0.1309780023
862	0.1308674837
863	0.1308062843
864	0.1307035246
865	0.1306643707
866	0.1305730789
867	0.1304546613
868	0.13038745
869	0.1303413871
870	0.130294813
871	0.1301814926
872	0.1300497038
873	0.1299851986
874	0.1299102974
875	0.1297844434
876	0.1297084538
877	0.1296369473
878	0.129550812
879	0.1294550101
880	0.1294064141
881	0.1293507424
882	0.129261848
883	0.129147546
884	0.1290666902
885	0.1290181863
886	0.1289639401
887	0.1288745225
888	0.1288040126
889	0.1287406557
890	0.1286753031
891	0.1286286141
892	0.1285003324
893	0.1282979792
894	0.1282414992
895	0.1281670103
896	0.1281258697
897	0.1280276059
898	0.127961307
899	0.1278867191
900	0.1278274173
901	0.1277121851
902	0.1276536991
903	0.1275534585
904	0.127441988
905	0.1273461045
906	0.1272524117
907	0.1271639401
908	0.1270866477
909	0.1270175672
910	0.1269072559
911	0.1267716222
912	0.1267146473
913	0.1266219777
914	0.1265210797
915	0.1264490194
916	0.1263625257
917	0.1263085757
918	0.1262251567
919	0.1261639853
920	0.1259926845
921	0.1259161645
922	0.1258230573
923	0.1257643119
924	0.1256780141
925	0.1255806759
926	0.1254548428
927	0.1254151369
928	0.1252809288
929	0.1252150616
930	0.1251430121
931	0.1250543409
932	0.1249367302
933	0.1248809328
934	0.1247864552
935	0.1247420579
936	0.1246832063
937	0.1245988705
938	0.1245317733
939	0.1244728309
940	0.1243865544
941	0.1243119338
942	0.1241995759
943	0.1241170331
944	0.1240698024
945	0.1239892616
946	0.1239052215
947	0.1238339062
948	0.1237886472
949	0.1236938426
950	0.1235986586
951	0.1235368339
952	0.123465749
953	0.1233056473
954	0.1232407118
955	0.1231680862
956	0.1230382257
957	0.1229493767
958	0.1229053143
959	0.1228062647
960	0.1227106562
961	0.1226437723
962	0.1225963444
963	0.1225597224
964	0.1224708262
965	0.1222941577
966	0.1221714257
967	0.1221152638
968	0.1220302124
969	0.1219583802
970	0.1218452905
971	0.1217219454
972	0.1216153349
973	0.1215392828
974	0.1214626114
975	0.1213850401
976	0.1213445331
977	0.1212330527
978	0.1211442159
979	0.1210832487
980	0.1209758087
981	0.1209291216
982	0.1208539361
983	0.1207905882
984	0.1206977991
985	0.1206471973
986	0.1205647174
987	0.1205004086
988	0.1204404985
989	0.1203722283
990	0.1203089976
991	0.1202085387
992	0.1201347296
993	0.1200273919
994	0.1199419968
995	0.1198816181
996	0.1198287346
997	0.119761176
998	0.1196636552
999	0.1196092704



